timestamp,run,function,duration,prompt_tokens,completion_tokens,model,max_tokens,temperature
6631.479750156403,0,callOpenai,6433.3822910785675,15,128,gpt-3.5-turbo,128,0.01
12863.161250114441,0,callCommonbase,6231.479000091553,15,128,gpt-3.5-turbo,128,0.01
19408.80012512207,1,callOpenai,6545.122540950775,15,128,gpt-3.5-turbo,128,0.01
24552.85183405876,1,callCommonbase,5143.707999944687,15,128,gpt-3.5-turbo,128,0.01
31186.273500204086,2,callCommonbase,6632.605625152588,15,128,gpt-3.5-turbo,128,0.01
37566.81808400154,2,callOpenai,6380.181791782379,15,128,gpt-3.5-turbo,128,0.01
42923.39866709709,3,callCommonbase,5356.299833059311,15,128,gpt-3.5-turbo,128,0.01
49922.7535841465,3,callOpenai,6999.0761251449585,15,128,gpt-3.5-turbo,128,0.01
56782.173834085464,4,callOpenai,6858.316375017166,15,128,gpt-3.5-turbo,128,0.01
62620.60391712189,4,callCommonbase,5838.229458093643,15,128,gpt-3.5-turbo,128,0.01
67532.66041707993,5,callCommonbase,4911.62174987793,15,128,gpt-3.5-turbo,128,0.01
73882.95729207993,5,callOpenai,6349.868833065033,15,128,gpt-3.5-turbo,128,0.01
80331.67304205894,6,callCommonbase,6448.401999950409,15,128,gpt-3.5-turbo,128,0.01
86684.6615421772,6,callOpenai,6352.820042133331,15,128,gpt-3.5-turbo,128,0.01
93031.34066700935,7,callOpenai,6346.302249908447,15,128,gpt-3.5-turbo,128,0.01
97840.59304213524,7,callCommonbase,4809.01758313179,15,128,gpt-3.5-turbo,128,0.01
103582.65175008774,8,callCommonbase,5741.677083015442,15,128,gpt-3.5-turbo,128,0.01
109821.45354223251,8,callOpenai,6238.639250040054,15,128,gpt-3.5-turbo,128,0.01
116068.25604200363,9,callOpenai,6246.37545800209,15,128,gpt-3.5-turbo,128,0.01
121916.26945900917,9,callCommonbase,5847.727458953857,15,128,gpt-3.5-turbo,128,0.01
128457.38587522507,10,callCommonbase,6540.521708011627,15,128,gpt-3.5-turbo,128,0.01
134606.25383400917,10,callOpenai,6148.705208778381,15,128,gpt-3.5-turbo,128,0.01
140099.75283408165,11,callCommonbase,5493.090542078018,15,128,gpt-3.5-turbo,128,0.01
146895.03491711617,11,callOpenai,6795.062292098999,15,128,gpt-3.5-turbo,128,0.01
153622.50925016403,12,callOpenai,6726.938540935516,15,128,gpt-3.5-turbo,128,0.01
158462.3960840702,12,callCommonbase,4839.755791902542,15,128,gpt-3.5-turbo,128,0.01
165632.04275012016,13,callCommonbase,7169.353666067123,15,128,gpt-3.5-turbo,128,0.01
171877.26083421707,13,callOpenai,6244.98637509346,15,128,gpt-3.5-turbo,128,0.01
178121.95704221725,14,callOpenai,6244.28125,15,128,gpt-3.5-turbo,128,0.01
184723.78637504578,14,callCommonbase,6601.681833028793,15,128,gpt-3.5-turbo,128,0.01
189659.4930422306,15,callCommonbase,4935.403583049774,15,128,gpt-3.5-turbo,128,0.01
195797.8688340187,15,callOpenai,6138.12274980545,15,128,gpt-3.5-turbo,128,0.01
202085.0238752365,16,callOpenai,6286.8019161224365,15,128,gpt-3.5-turbo,128,0.01
208025.16100001335,16,callCommonbase,5939.981665849686,15,128,gpt-3.5-turbo,128,0.01
214226.0870001316,17,callOpenai,6200.632874965668,15,128,gpt-3.5-turbo,128,0.01
218469.35570907593,17,callCommonbase,4243.148666858673,15,128,gpt-3.5-turbo,128,0.01
224655.34145903587,18,callOpenai,6185.539249897003,15,128,gpt-3.5-turbo,128,0.01
230075.19391703606,18,callCommonbase,5419.540249824524,15,128,gpt-3.5-turbo,128,0.01
236316.73695921898,19,callOpenai,6241.180459022522,15,128,gpt-3.5-turbo,128,0.01
242022.57608413696,19,callCommonbase,5705.605624914169,15,128,gpt-3.5-turbo,128,0.01
248192.6650841236,20,callOpenai,6169.739042043686,15,128,gpt-3.5-turbo,128,0.01
254107.06687521935,20,callCommonbase,5914.210458040237,15,128,gpt-3.5-turbo,128,0.01
258889.82945919037,21,callCommonbase,4782.505500078201,15,128,gpt-3.5-turbo,128,0.01
265375.9325840473,21,callOpenai,6485.891541957855,15,128,gpt-3.5-turbo,128,0.01
271716.35841703415,22,callOpenai,6340.157791852951,15,128,gpt-3.5-turbo,128,0.01
276813.5754170418,22,callCommonbase,5097.057041883469,15,128,gpt-3.5-turbo,128,0.01
283188.6328341961,23,callOpenai,6374.73762512207,15,128,gpt-3.5-turbo,128,0.01
288512.3967502117,23,callCommonbase,5323.45379114151,15,128,gpt-3.5-turbo,128,0.01
294960.0139591694,24,callOpenai,6447.365667104721,15,128,gpt-3.5-turbo,128,0.01
300700.10058403015,24,callCommonbase,5739.8474588394165,15,128,gpt-3.5-turbo,128,0.01
305636.2005841732,25,callCommonbase,4935.734209060669,15,128,gpt-3.5-turbo,128,0.01
311555.91800022125,25,callOpenai,5919.471708059311,15,128,gpt-3.5-turbo,128,0.01
318248.65216708183,26,callCommonbase,6692.477792024612,15,128,gpt-3.5-turbo,128,0.01
324483.14558410645,26,callOpenai,6234.350833892822,15,128,gpt-3.5-turbo,128,0.01
330394.87679219246,27,callCommonbase,5911.262833118439,15,128,gpt-3.5-turbo,128,0.01
337071.9579591751,27,callOpenai,6676.788417100906,15,128,gpt-3.5-turbo,128,0.01
343193.00791716576,28,callOpenai,6120.6096251010895,15,128,gpt-3.5-turbo,128,0.01
348518.8925001621,28,callCommonbase,5325.681708097458,15,128,gpt-3.5-turbo,128,0.01
353432.7723751068,29,callCommonbase,4913.526957988739,15,128,gpt-3.5-turbo,128,0.01
360092.04025006294,29,callOpenai,6658.957332849503,15,128,gpt-3.5-turbo,128,0.01
366536.8322920799,30,callOpenai,6444.395999908447,15,128,gpt-3.5-turbo,128,0.01
371967.32062506676,30,callCommonbase,5430.160125017166,15,128,gpt-3.5-turbo,128,0.01
378520.9056251049,31,callOpenai,6553.190416097641,15,128,gpt-3.5-turbo,128,0.01
383539.2567920685,31,callCommonbase,5018.097832918167,15,128,gpt-3.5-turbo,128,0.01
390090.6399590969,32,callOpenai,6550.949500083923,15,128,gpt-3.5-turbo,128,0.01
395157.0012090206,32,callCommonbase,5066.20037484169,15,128,gpt-3.5-turbo,128,0.01
400653.0222501755,33,callCommonbase,5495.666790962219,15,128,gpt-3.5-turbo,128,0.01
407192.2016251087,33,callOpenai,6538.914290904999,15,128,gpt-3.5-turbo,128,0.01
413338.41962504387,34,callOpenai,6145.989207983017,15,128,gpt-3.5-turbo,128,0.01
417842.7705421448,34,callCommonbase,4504.098207950592,15,128,gpt-3.5-turbo,128,0.01
424127.9748342037,35,callOpenai,6284.787750005722,15,128,gpt-3.5-turbo,128,0.01
429208.1158750057,35,callCommonbase,5079.830874919891,15,128,gpt-3.5-turbo,128,0.01
436788.18679213524,36,callOpenai,7579.649333000183,15,128,gpt-3.5-turbo,128,0.01
441972.1580841541,36,callCommonbase,5183.722500085831,15,128,gpt-3.5-turbo,128,0.01
448165.8238751888,37,callOpenai,6193.48354101181,15,128,gpt-3.5-turbo,128,0.01
453681.6868751049,37,callCommonbase,5515.749541044235,15,128,gpt-3.5-turbo,128,0.01
460073.7540421486,38,callOpenai,6391.757457971573,15,128,gpt-3.5-turbo,128,0.01
466688.4913752079,38,callCommonbase,6614.605291128159,15,128,gpt-3.5-turbo,128,0.01
473254.99566721916,39,callOpenai,6566.14141702652,15,128,gpt-3.5-turbo,128,0.01
479594.6205420494,39,callCommonbase,6339.313541889191,15,128,gpt-3.5-turbo,128,0.01
486347.42937517166,40,callOpenai,6752.494166135788,15,128,gpt-3.5-turbo,128,0.01
492387.68191719055,40,callCommonbase,6040.118541955948,15,128,gpt-3.5-turbo,128,0.01
498738.8053340912,41,callOpenai,6350.790166854858,15,128,gpt-3.5-turbo,128,0.01
506522.4002921581,41,callCommonbase,7783.478332996368,15,128,gpt-3.5-turbo,128,0.01
512664.9946670532,42,callOpenai,6142.273375034332,15,128,gpt-3.5-turbo,128,0.01
520346.4615421295,42,callCommonbase,7681.288707971573,15,128,gpt-3.5-turbo,128,0.01
526388.2441670895,43,callOpenai,6041.328249931335,15,128,gpt-3.5-turbo,128,0.01
533491.2534170151,43,callCommonbase,7102.872332811356,15,128,gpt-3.5-turbo,128,0.01
540211.1531250477,44,callCommonbase,6719.476207971573,15,128,gpt-3.5-turbo,128,0.01
546352.9396672249,44,callOpenai,6141.579167127609,15,128,gpt-3.5-turbo,128,0.01
552499.2128341198,45,callOpenai,6146.098624944687,15,128,gpt-3.5-turbo,128,0.01
557667.0883340836,45,callCommonbase,5167.6024169921875,15,128,gpt-3.5-turbo,128,0.01
564819.6377091408,46,callCommonbase,7152.257333993912,15,128,gpt-3.5-turbo,128,0.01
570853.8100841045,46,callOpenai,6034.0263340473175,15,128,gpt-3.5-turbo,128,0.01
574924.0773751736,47,callCommonbase,4070.022416114807,15,128,gpt-3.5-turbo,128,0.01
581454.5357921124,47,callOpenai,6530.347500085831,15,128,gpt-3.5-turbo,128,0.01
587723.7325839996,48,callOpenai,6269.035999774933,15,128,gpt-3.5-turbo,128,0.01
594140.2677922249,48,callCommonbase,6416.36091709137,15,128,gpt-3.5-turbo,128,0.01
598599.3756251335,49,callCommonbase,4458.933041095734,15,128,gpt-3.5-turbo,128,0.01
606062.0492091179,49,callOpenai,7462.518542051315,15,128,gpt-3.5-turbo,128,0.01
611591.4087920189,50,callCommonbase,5529.134999990463,15,128,gpt-3.5-turbo,128,0.01
618111.7259590626,50,callOpenai,6520.050041913986,15,128,gpt-3.5-turbo,128,0.01
623968.9834592342,51,callCommonbase,5856.9077501297,15,128,gpt-3.5-turbo,128,0.01
630220.7640001774,51,callOpenai,6251.664124965668,15,128,gpt-3.5-turbo,128,0.01
636343.9588341713,52,callOpenai,6122.61070895195,15,128,gpt-3.5-turbo,128,0.01
641687.2211670876,52,callCommonbase,5343.094374895096,15,128,gpt-3.5-turbo,128,0.01
647876.4829170704,53,callOpenai,6188.939957857132,15,128,gpt-3.5-turbo,128,0.01
653056.1053340435,53,callCommonbase,5179.312624931335,15,128,gpt-3.5-turbo,128,0.01
659503.6450002193,54,callCommonbase,6447.147208213806,15,128,gpt-3.5-turbo,128,0.01
666406.4990420341,54,callOpenai,6902.558832883835,15,128,gpt-3.5-turbo,128,0.01
672275.9167091846,55,callOpenai,5869.174584150314,15,128,gpt-3.5-turbo,128,0.01
678040.4243340492,55,callCommonbase,5764.330166816711,15,128,gpt-3.5-turbo,128,0.01
684593.0577502251,56,callOpenai,6552.33037519455,15,128,gpt-3.5-turbo,128,0.01
690160.0167090893,56,callCommonbase,5566.76695895195,15,128,gpt-3.5-turbo,128,0.01
697190.4679591656,57,callCommonbase,7029.995875120163,15,128,gpt-3.5-turbo,128,0.01
703559.9283750057,57,callOpenai,6369.112999916077,15,128,gpt-3.5-turbo,128,0.01
709785.116959095,58,callCommonbase,6224.76512503624,15,128,gpt-3.5-turbo,128,0.01
716134.3259592056,58,callOpenai,6348.677750110626,15,128,gpt-3.5-turbo,128,0.01
722716.7040421963,59,callCommonbase,6581.950042009354,15,128,gpt-3.5-turbo,128,0.01
728899.462084055,59,callOpenai,6182.447334051132,15,128,gpt-3.5-turbo,128,0.01
734607.7765421867,60,callCommonbase,5707.971167087555,15,128,gpt-3.5-turbo,128,0.01
740786.7869591713,60,callOpenai,6178.870749950409,15,128,gpt-3.5-turbo,128,0.01
746753.3090422153,61,callOpenai,5966.262250185013,15,128,gpt-3.5-turbo,128,0.01
752383.2991251945,61,callCommonbase,5629.696750164032,15,128,gpt-3.5-turbo,128,0.01
758732.7741250992,62,callOpenai,6349.140790939331,15,128,gpt-3.5-turbo,128,0.01
764396.7678751945,62,callCommonbase,5663.80087518692,15,128,gpt-3.5-turbo,128,0.01
770712.6226251125,63,callOpenai,6315.625,15,128,gpt-3.5-turbo,128,0.01
777577.7472920418,63,callCommonbase,6864.7830419540405,15,128,gpt-3.5-turbo,128,0.01
783385.1044170856,64,callCommonbase,5806.965874910355,15,128,gpt-3.5-turbo,128,0.01
790003.4545001984,64,callOpenai,6618.035207986832,15,128,gpt-3.5-turbo,128,0.01
796418.2175841331,65,callOpenai,6414.355041980743,15,128,gpt-3.5-turbo,128,0.01
801129.5589170456,65,callCommonbase,4711.051916837692,15,128,gpt-3.5-turbo,128,0.01
805904.229167223,66,callCommonbase,4774.232833147049,15,128,gpt-3.5-turbo,128,0.01
812373.5364592075,66,callOpenai,6468.9999170303345,15,128,gpt-3.5-turbo,128,0.01
818570.9447090626,67,callOpenai,6196.998958826065,15,128,gpt-3.5-turbo,128,0.01
824459.0433750153,67,callCommonbase,5887.874457836151,15,128,gpt-3.5-turbo,128,0.01
830440.8860840797,68,callOpenai,5981.37583398819,15,128,gpt-3.5-turbo,128,0.01
835822.7464170456,68,callCommonbase,5381.5557498931885,15,128,gpt-3.5-turbo,128,0.01
842478.6830420494,69,callOpenai,6655.589166879654,15,128,gpt-3.5-turbo,128,0.01
848511.9045000076,69,callCommonbase,6032.9710829257965,15,128,gpt-3.5-turbo,128,0.01
855277.0310840607,70,callCommonbase,6764.680583953857,15,128,gpt-3.5-turbo,128,0.01
861508.6103751659,70,callOpenai,6231.329208135605,15,128,gpt-3.5-turbo,128,0.01
867894.943709135,71,callOpenai,6385.884249925613,15,128,gpt-3.5-turbo,128,0.01
873403.4940421581,71,callCommonbase,5508.26612496376,15,128,gpt-3.5-turbo,128,0.01
879650.7848341465,72,callOpenai,6246.821666955948,15,128,gpt-3.5-turbo,128,0.01
886173.205750227,72,callCommonbase,6522.123125076294,15,128,gpt-3.5-turbo,128,0.01
892245.7332501411,73,callCommonbase,6072.0605409145355,15,128,gpt-3.5-turbo,128,0.01
899228.5041251183,73,callOpenai,6982.551625013351,15,128,gpt-3.5-turbo,128,0.01
905603.0975000858,74,callCommonbase,6374.152791023254,15,128,gpt-3.5-turbo,128,0.01
912154.8363752365,74,callOpenai,6551.419750213623,15,128,gpt-3.5-turbo,128,0.01
919209.6048750877,75,callCommonbase,7054.389750003815,15,128,gpt-3.5-turbo,128,0.01
926264.9762921333,75,callOpenai,7055.055166959763,15,128,gpt-3.5-turbo,128,0.01
932694.3079590797,76,callCommonbase,6428.896542072296,15,128,gpt-3.5-turbo,128,0.01
939658.3782920837,76,callOpenai,6963.941792011261,15,128,gpt-3.5-turbo,128,0.01
946114.3995001316,77,callCommonbase,6455.5919580459595,15,128,gpt-3.5-turbo,128,0.01
952459.0888340473,77,callOpenai,6344.396791934967,15,128,gpt-3.5-turbo,128,0.01
958705.4555840492,78,callOpenai,6245.923749923706,15,128,gpt-3.5-turbo,128,0.01
963512.5469591618,78,callCommonbase,4806.784959077835,15,128,gpt-3.5-turbo,128,0.01
968434.6320421696,79,callCommonbase,4921.782582998276,15,128,gpt-3.5-turbo,128,0.01
974712.2680001259,79,callOpenai,6277.340749979019,15,128,gpt-3.5-turbo,128,0.01
980103.5995001793,80,callCommonbase,5391.013208150864,15,128,gpt-3.5-turbo,128,0.01
986593.5424590111,80,callOpenai,6489.6487917900085,15,128,gpt-3.5-turbo,128,0.01
992292.9875001907,81,callCommonbase,5699.270457983017,15,128,gpt-3.5-turbo,128,0.01
998459.2157502174,81,callOpenai,6165.977041006088,15,128,gpt-3.5-turbo,128,0.01
1003250.1084170341,82,callCommonbase,4790.665957927704,15,128,gpt-3.5-turbo,128,0.01
1009703.5872502327,82,callOpenai,6453.22000002861,15,128,gpt-3.5-turbo,128,0.01
1016223.82675004,83,callOpenai,6519.826290845871,15,128,gpt-3.5-turbo,128,0.01
1021301.0680840015,83,callCommonbase,5077.116999864578,15,128,gpt-3.5-turbo,128,0.01
1027314.1829171181,84,callCommonbase,6012.894207954407,15,128,gpt-3.5-turbo,128,0.01
1033319.7649590969,84,callOpenai,6005.315459012985,15,128,gpt-3.5-turbo,128,0.01
1039265.540500164,85,callOpenai,5945.4894161224365,15,128,gpt-3.5-turbo,128,0.01
1044722.4678750038,85,callCommonbase,5456.7028748989105,15,128,gpt-3.5-turbo,128,0.01
1050006.9052920341,86,callCommonbase,5284.064208030701,15,128,gpt-3.5-turbo,128,0.01
1056599.681292057,86,callOpenai,6592.6162078380585,15,128,gpt-3.5-turbo,128,0.01
1062642.644584179,87,callOpenai,6042.686292171478,15,128,gpt-3.5-turbo,128,0.01
1068172.3903341293,87,callCommonbase,5529.454541921616,15,128,gpt-3.5-turbo,128,0.01
1073024.9948341846,88,callCommonbase,4852.262624979019,15,128,gpt-3.5-turbo,128,0.01
1079438.783834219,88,callOpenai,6413.489042043686,15,128,gpt-3.5-turbo,128,0.01
1085802.7732920647,89,callOpenai,6363.558166980743,15,128,gpt-3.5-turbo,128,0.01
1090496.9742920399,89,callCommonbase,4693.8744168281555,15,128,gpt-3.5-turbo,128,0.01
1096743.3939590454,90,callOpenai,6246.040999889374,15,128,gpt-3.5-turbo,128,0.01
1101658.338500023,90,callCommonbase,4914.71395778656,15,128,gpt-3.5-turbo,128,0.01
1107025.4061250687,91,callCommonbase,5366.636999845505,15,128,gpt-3.5-turbo,128,0.01
1113238.4751250744,91,callOpenai,6212.784291028976,15,128,gpt-3.5-turbo,128,0.01
1119587.5422501564,92,callOpenai,6348.658957958221,15,128,gpt-3.5-turbo,128,0.01
1123591.032209158,92,callCommonbase,4003.169708967209,15,128,gpt-3.5-turbo,128,0.01
1128653.2709591389,93,callCommonbase,5062.056124925613,15,128,gpt-3.5-turbo,128,0.01
1134889.5131671429,93,callOpenai,6236.130167007446,15,128,gpt-3.5-turbo,128,0.01
1140978.8068752289,94,callOpenai,6089.136666059494,15,128,gpt-3.5-turbo,128,0.01
1147329.34654212,94,callCommonbase,6350.244208097458,15,128,gpt-3.5-turbo,128,0.01
1153722.9241251945,95,callOpenai,6393.227625131607,15,128,gpt-3.5-turbo,128,0.01
1159413.987334013,95,callCommonbase,5690.79616689682,15,128,gpt-3.5-turbo,128,0.01
1165834.1723341942,96,callOpenai,6419.803167104721,15,128,gpt-3.5-turbo,128,0.01
1172121.6873750687,96,callCommonbase,6287.205291032791,15,128,gpt-3.5-turbo,128,0.01
1178316.0162091255,97,callOpenai,6193.831583976746,15,128,gpt-3.5-turbo,128,0.01
1183400.192084074,97,callCommonbase,5083.896084070206,15,128,gpt-3.5-turbo,128,0.01
1188597.8065841198,98,callCommonbase,5197.31174993515,15,128,gpt-3.5-turbo,128,0.01
1195114.3577091694,98,callOpenai,6516.354959011078,15,128,gpt-3.5-turbo,128,0.01
1201349.9087500572,99,callOpenai,6235.32937502861,15,128,gpt-3.5-turbo,128,0.01
1206609.4753341675,99,callCommonbase,5259.217833995819,15,128,gpt-3.5-turbo,128,0.01
